Region,Store,Category,Product,Month,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit
Northeast,New York,Apparel,Running Shoes,2025-09-01,8,79.99,40.38,639.92,323.04,316.88
Northeast,New York,Apparel,Women's Leggings,2025-09-01,13,34.99,14.73,454.87,191.49,263.38
Northeast,New York,Apparel,Wool Sweater,2025-09-01,9,54.99,24.3,494.91,218.7,276.21
Northeast,New York,Beauty & Personal Care,Electric Toothbrush,2025-09-01,19,44.99,20.36,854.81,386.84,467.97
Northeast,New York,Beauty & Personal Care,Facial Cleanser,2025-09-01,6,14.99,5.54,89.94,33.24,56.7
Northeast,New York,Beauty & Personal Care,Hair Dryer,2025-09-01,8,39.99,16.72,319.92,133.76,186.16
Northeast,New York,Beauty & Personal Care,Moisturizer,2025-09-01,13,18.99,7.38,246.87,95.94,150.93
Northeast,New York,Beauty & Personal Care,Perfume Set,2025-09-01,19,42.99,15.66,816.81,297.54,519.27
Northeast,New York,Electronics,Bluetooth Speaker,2025-09-01,8,44.99,27.85,359.92,222.8,137.12
Northeast,New York,Electronics,Portable Charger,2025-09-01,15,34.99,22.83,524.85,342.45,182.4
Northeast,New York,Electronics,Smartwatch,2025-09-01,11,119.99,79.48,1319.89,874.28,445.61
Northeast,New York,Electronics,Tablet Stand,2025-09-01,13,24.99,14.93,324.87,194.09,130.78
Northeast,New York,Electronics,Wireless Earbuds,2025-09-01,17,59.99,37.92,1019.83,644.64,375.19
Northeast,New York,Home & Kitchen,Coffee Maker,2025-09-01,10,49.99,36.76,499.9,367.6,132.3
Northeast,New York,Home & Kitchen,LED Desk Lamp,2025-09-01,13,27.99,20.24,363.87,263.12,100.75
Northeast,New York,Home & Kitchen,Non-Stick Pan Set,2025-09-01,18,64.99,46.52,1169.82,837.36,332.46
Northeast,New York,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,10,22.99,16.31,229.9,163.1,66.8
Northeast,New York,Home & Kitchen,Throw Blanket,2025-09-01,9,29.99,20.32,269.91,182.88,87.03
Northeast,New York,Sports & Outdoors,Camping Tent,2025-09-01,10,129.99,77.08,1299.9,770.8,529.1
Northeast,New York,Sports & Outdoors,Hiking Backpack,2025-09-01,11,74.99,41.33,824.89,454.63,370.26
Northeast,New York,Sports & Outdoors,Resistance Bands,2025-09-01,9,19.99,9.55,179.91,85.95,93.96
Northeast,New York,Sports & Outdoors,Water Bottle,2025-09-01,6,16.99,8.7,101.94,52.2,49.74
Northeast,New York,Sports & Outdoors,Yoga Mat,2025-09-01,17,24.99,13.21,424.83,224.57,200.26
Southeast,Atlanta,Apparel,Denim Jacket,2025-09-01,8,69.99,33.84,559.92,270.72,289.2
Southeast,Atlanta,Apparel,Men's T-Shirt,2025-09-01,13,19.99,9.04,259.87,117.52,142.35
Southeast,Atlanta,Apparel,Running Shoes,2025-09-01,14,79.99,40.86,1119.86,572.04,547.82
Southeast,Atlanta,Apparel,Women's Leggings,2025-09-01,10,34.99,14.35,349.9,143.5,206.4
Southeast,Atlanta,Apparel,Wool Sweater,2025-09-01,12,54.99,24.53,659.88,294.36,365.52
Southeast,Atlanta,Beauty & Personal Care,Electric Toothbrush,2025-09-01,5,44.99,20.02,224.95,100.1,124.85
Southeast,Atlanta,Beauty & Personal Care,Facial Cleanser,2025-09-01,14,14.99,5.62,209.86,78.68,131.18
Southeast,Atlanta,Beauty & Personal Care,Hair Dryer,2025-09-01,17,39.99,17.26,679.83,293.42,386.41
Southeast,Atlanta,Beauty & Personal Care,Moisturizer,2025-09-01,14,18.99,7.37,265.86,103.18,162.68
Southeast,Atlanta,Beauty & Personal Care,Perfume Set,2025-09-01,9,42.99,15.87,386.91,142.83,244.08
Southeast,Atlanta,Electronics,Bluetooth Speaker,2025-09-01,18,44.99,27.22,809.82,489.96,319.86
Southeast,Atlanta,Electronics,Portable Charger,2025-09-01,15,34.99,23.05,524.85,345.75,179.1
Southeast,Atlanta,Electronics,Smartwatch,2025-09-01,21,119.99,82.61,2519.79,1734.81,784.98
Southeast,Atlanta,Electronics,Tablet Stand,2025-09-01,14,24.99,14.88,349.86,208.32,141.54
Southeast,Atlanta,Electronics,Wireless Earbuds,2025-09-01,17,59.99,38.37,1019.83,652.29,367.54
Southeast,Atlanta,Home & Kitchen,Coffee Maker,2025-09-01,10,49.99,37.03,499.9,370.3,129.6
Southeast,Atlanta,Home & Kitchen,LED Desk Lamp,2025-09-01,12,27.99,19.41,335.88,232.92,102.96
Southeast,Atlanta,Home & Kitchen,Non-Stick Pan Set,2025-09-01,12,64.99,44.37,779.88,532.44,247.44
Southeast,Atlanta,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,16,22.99,16.58,367.84,265.28,102.56
Southeast,Atlanta,Home & Kitchen,Throw Blanket,2025-09-01,13,29.99,20.75,389.87,269.75,120.12
Southeast,Atlanta,Sports & Outdoors,Camping Tent,2025-09-01,11,129.99,73.37,1429.89,807.07,622.82
Southeast,Atlanta,Sports & Outdoors,Hiking Backpack,2025-09-01,11,74.99,42.07,824.89,462.77,362.12
Southeast,Atlanta,Sports & Outdoors,Resistance Bands,2025-09-01,13,19.99,9.73,259.87,126.49,133.38
Southeast,Atlanta,Sports & Outdoors,Water Bottle,2025-09-01,20,16.99,8.45,339.8,169.0,170.8
Southeast,Atlanta,Sports & Outdoors,Yoga Mat,2025-09-01,19,24.99,13.09,474.81,248.71,226.1
Southeast,Miami,Apparel,Denim Jacket,2025-09-01,17,69.99,34.05,1189.83,578.85,610.98
Southeast,Miami,Apparel,Men's T-Shirt,2025-09-01,11,19.99,9.19,219.89,101.09,118.8
Southeast,Miami,Apparel,Running Shoes,2025-09-01,24,79.99,40.06,1919.76,961.44,958.32
Southeast,Miami,Apparel,Women's Leggings,2025-09-01,41,34.99,14.89,1434.59,610.49,824.1
Southeast,Miami,Apparel,Wool Sweater,2025-09-01,18,54.99,24.8,989.82,446.4,543.42
Southeast,Miami,Beauty & Personal Care,Electric Toothbrush,2025-09-01,21,44.99,20.24,944.79,425.04,519.75
Southeast,Miami,Beauty & Personal Care,Facial Cleanser,2025-09-01,16,14.99,5.56,239.84,88.96,150.88
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2025-09-01,24,39.99,16.45,959.76,394.8,564.96
Southeast,Miami,Beauty & Personal Care,Moisturizer,2025-09-01,18,18.99,7.71,341.82,138.78,203.04
Southeast,Miami,Beauty & Personal Care,Perfume Set,2025-09-01,18,42.99,15.48,773.82,278.64,495.18
Southeast,Miami,Electronics,Bluetooth Speaker,2025-09-01,17,44.99,27.49,764.83,467.33,297.5
Southeast,Miami,Electronics,Portable Charger,2025-09-01,23,34.99,22.44,804.77,516.12,288.65
Southeast,Miami,Electronics,Smartwatch,2025-09-01,16,119.99,79.65,1919.84,1274.4,645.44
Southeast,Miami,Electronics,Tablet Stand,2025-09-01,24,24.99,15.25,599.76,366.0,233.76
Southeast,Miami,Electronics,Wireless Earbuds,2025-09-01,14,59.99,37.87,839.86,530.18,309.68
Southeast,Miami,Home & Kitchen,Coffee Maker,2025-09-01,13,49.99,35.55,649.87,462.15,187.72
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2025-09-01,23,27.99,19.82,643.77,455.86,187.91
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2025-09-01,28,64.99,45.97,1819.72,1287.16,532.56
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,18,22.99,16.78,413.82,302.04,111.78
Southeast,Miami,Home & Kitchen,Throw Blanket,2025-09-01,30,29.99,20.19,899.7,605.7,294.0
Southeast,Miami,Sports & Outdoors,Camping Tent,2025-09-01,14,129.99,75.83,1819.86,1061.62,758.24
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2025-09-01,14,74.99,41.82,1049.86,585.48,464.38
Southeast,Miami,Sports & Outdoors,Resistance Bands,2025-09-01,16,19.99,9.65,319.84,154.4,165.44
Southeast,Miami,Sports & Outdoors,Water Bottle,2025-09-01,14,16.99,8.59,237.86,120.26,117.6
Southeast,Miami,Sports & Outdoors,Yoga Mat,2025-09-01,18,24.99,13.02,449.82,234.36,215.46
Southwest,Dallas,Apparel,Denim Jacket,2025-09-01,14,69.99,33.45,979.86,468.3,511.56
Southwest,Dallas,Apparel,Men's T-Shirt,2025-09-01,17,19.99,8.83,339.83,150.11,189.72
Southwest,Dallas,Apparel,Running Shoes,2025-09-01,11,79.99,39.48,879.89,434.28,445.61
Southwest,Dallas,Apparel,Women's Leggings,2025-09-01,17,34.99,15.07,594.83,256.19,338.64
Southwest,Dallas,Apparel,Wool Sweater,2025-09-01,8,54.99,23.76,439.92,190.08,249.84
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2025-09-01,10,44.99,20.65,449.9,206.5,243.4
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2025-09-01,10,14.99,5.78,149.9,57.8,92.1
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2025-09-01,14,39.99,17.08,559.86,239.12,320.74
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2025-09-01,10,18.99,7.61,189.9,76.1,113.8
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2025-09-01,17,42.99,15.64,730.83,265.88,464.95
Southwest,Dallas,Electronics,Bluetooth Speaker,2025-09-01,17,44.99,27.52,764.83,467.84,296.99
Southwest,Dallas,Electronics,Portable Charger,2025-09-01,13,34.99,22.19,454.87,288.47,166.4
Southwest,Dallas,Electronics,Smartwatch,2025-09-01,15,119.99,83.39,1799.85,1250.85,549.0
Southwest,Dallas,Electronics,Tablet Stand,2025-09-01,6,24.99,14.6,149.94,87.6,62.34
Southwest,Dallas,Electronics,Wireless Earbuds,2025-09-01,12,59.99,38.02,719.88,456.24,263.64
Southwest,Dallas,Home & Kitchen,Coffee Maker,2025-09-01,11,49.99,36.77,549.89,404.47,145.42
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2025-09-01,11,27.99,20.06,307.89,220.66,87.23
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2025-09-01,12,64.99,46.83,779.88,561.96,217.92
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,16,22.99,16.55,367.84,264.8,103.04
Southwest,Dallas,Home & Kitchen,Throw Blanket,2025-09-01,15,29.99,19.81,449.85,297.15,152.7
Southwest,Dallas,Sports & Outdoors,Camping Tent,2025-09-01,4,129.99,74.35,519.96,297.4,222.56
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2025-09-01,6,74.99,40.41,449.94,242.46,207.48
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2025-09-01,3,19.99,9.34,59.97,28.02,31.95
Southwest,Dallas,Sports & Outdoors,Water Bottle,2025-09-01,4,16.99,8.4,67.96,33.6,34.36
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2025-09-01,3,24.99,12.93,74.97,38.79,36.18
West,Los Angeles,Apparel,Denim Jacket,2025-09-01,18,69.99,32.77,1259.82,589.86,669.96
West,Los Angeles,Apparel,Men's T-Shirt,2025-09-01,16,19.99,9.07,319.84,145.12,174.72
West,Los Angeles,Apparel,Running Shoes,2025-09-01,15,79.99,39.16,1199.85,587.4,612.45
West,Los Angeles,Apparel,Women's Leggings,2025-09-01,13,34.99,15.1,454.87,196.3,258.57
West,Los Angeles,Apparel,Wool Sweater,2025-09-01,13,54.99,24.39,714.87,317.07,397.8
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2025-09-01,11,44.99,20.22,494.89,222.42,272.47
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2025-09-01,12,14.99,5.63,179.88,67.56,112.32
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2025-09-01,14,39.99,16.73,559.86,234.22,325.64
West,Los Angeles,Beauty & Personal Care,Moisturizer,2025-09-01,18,18.99,7.54,341.82,135.72,206.1
West,Los Angeles,Beauty & Personal Care,Perfume Set,2025-09-01,19,42.99,15.49,816.81,294.31,522.5
West,Los Angeles,Electronics,Bluetooth Speaker,2025-09-01,9,44.99,28.32,404.91,254.88,150.03
West,Los Angeles,Electronics,Portable Charger,2025-09-01,13,34.99,22.47,454.87,292.11,162.76
West,Los Angeles,Electronics,Smartwatch,2025-09-01,14,119.99,80.29,1679.86,1124.06,555.8
West,Los Angeles,Electronics,Tablet Stand,2025-09-01,18,24.99,15.35,449.82,276.3,173.52
West,Los Angeles,Electronics,Wireless Earbuds,2025-09-01,15,59.99,39.64,899.85,594.6,305.25
West,Los Angeles,Home & Kitchen,Coffee Maker,2025-09-01,9,49.99,36.97,449.91,332.73,117.18
West,Los Angeles,Home & Kitchen,LED Desk Lamp,2025-09-01,18,27.99,19.49,503.82,350.82,153.0
West,Los Angeles,Home & Kitchen,Non-Stick Pan Set,2025-09-01,11,64.99,46.49,714.89,511.39,203.5
West,Los Angeles,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,19,22.99,16.36,436.81,310.84,125.97
West,Los Angeles,Home & Kitchen,Throw Blanket,2025-09-01,7,29.99,20.25,209.93,141.75,68.18
West,Los Angeles,Sports & Outdoors,Camping Tent,2025-09-01,15,129.99,77.34,1949.85,1160.1,789.75
West,Los Angeles,Sports & Outdoors,Hiking Backpack,2025-09-01,10,74.99,41.59,749.9,415.9,334.0
West,Los Angeles,Sports & Outdoors,Resistance Bands,2025-09-01,21,19.99,9.62,419.79,202.02,217.77
West,Los Angeles,Sports & Outdoors,Water Bottle,2025-09-01,12,16.99,8.57,203.88,102.84,101.04
West,Los Angeles,Sports & Outdoors,Yoga Mat,2025-09-01,15,24.99,13.37,374.85,200.55,174.3
West,Seattle,Apparel,Denim Jacket,2025-09-01,12,69.99,33.08,839.88,396.96,442.92
West,Seattle,Apparel,Men's T-Shirt,2025-09-01,17,19.99,9.13,339.83,155.21,184.62
West,Seattle,Apparel,Running Shoes,2025-09-01,13,79.99,39.25,1039.87,510.25,529.62
West,Seattle,Apparel,Women's Leggings,2025-09-01,18,34.99,14.59,629.82,262.62,367.2
West,Seattle,Apparel,Wool Sweater,2025-09-01,17,54.99,24.32,934.83,413.44,521.39
West,Seattle,Beauty & Personal Care,Electric Toothbrush,2025-09-01,22,44.99,19.96,989.78,439.12,550.66
West,Seattle,Beauty & Personal Care,Facial Cleanser,2025-09-01,26,14.99,5.86,389.74,152.36,237.38
West,Seattle,Beauty & Personal Care,Hair Dryer,2025-09-01,24,39.99,16.5,959.76,396.0,563.76
West,Seattle,Beauty & Personal Care,Moisturizer,2025-09-01,17,18.99,7.4,322.83,125.8,197.03
West,Seattle,Beauty & Personal Care,Perfume Set,2025-09-01,15,42.99,16.08,644.85,241.2,403.65
West,Seattle,Electronics,Bluetooth Speaker,2025-09-01,14,44.99,28.6,629.86,400.4,229.46
West,Seattle,Electronics,Portable Charger,2025-09-01,21,34.99,22.53,734.79,473.13,261.66
West,Seattle,Electronics,Smartwatch,2025-09-01,19,119.99,83.94,2279.81,1594.86,684.95
West,Seattle,Electronics,Tablet Stand,2025-09-01,26,24.99,14.98,649.74,389.48,260.26
West,Seattle,Electronics,Wireless Earbuds,2025-09-01,23,59.99,38.05,1379.77,875.15,504.62
West,Seattle,Home & Kitchen,Coffee Maker,2025-09-01,19,49.99,36.13,949.81,686.47,263.34
West,Seattle,Home & Kitchen,LED Desk Lamp,2025-09-01,17,27.99,19.55,475.83,332.35,143.48
West,Seattle,Home & Kitchen,Non-Stick Pan Set,2025-09-01,22,64.99,44.57,1429.78,980.54,449.24
West,Seattle,Home & Kitchen,Storage Bins (Set of 3),2025-09-01,10,22.99,16.82,229.9,168.2,61.7
West,Seattle,Home & Kitchen,Throw Blanket,2025-09-01,18,29.99,20.67,539.82,372.06,167.76
West,Seattle,Sports & Outdoors,Camping Tent,2025-09-01,10,129.99,77.21,1299.9,772.1,527.8
West,Seattle,Sports & Outdoors,Hiking Backpack,2025-09-01,21,74.99,41.96,1574.79,881.16,693.63
West,Seattle,Sports & Outdoors,Resistance Bands,2025-09-01,27,19.99,9.38,539.73,253.26,286.47
West,Seattle,Sports & Outdoors,Water Bottle,2025-09-01,17,16.99,8.75,288.83,148.75,140.08
West,Seattle,Sports & Outdoors,Yoga Mat,2025-09-01,24,24.99,12.92,599.76,310.08,289.68
Midwest,Chicago,Apparel,Denim Jacket,2025-10-01,11,69.99,32.65,769.89,359.15,410.74
Midwest,Chicago,Apparel,Men's T-Shirt,2025-10-01,26,19.99,9.0,519.74,234.0,285.74
Midwest,Chicago,Apparel,Running Shoes,2025-10-01,17,79.99,40.81,1359.83,693.77,666.06
Midwest,Chicago,Apparel,Women's Leggings,2025-10-01,11,34.99,14.71,384.89,161.81,223.08
Midwest,Chicago,Apparel,Wool Sweater,2025-10-01,20,54.99,24.8,1099.8,496.0,603.8
Midwest,Chicago,Beauty & Personal Care,Electric Toothbrush,2025-10-01,17,44.99,19.91,764.83,338.47,426.36
Midwest,Chicago,Beauty & Personal Care,Facial Cleanser,2025-10-01,20,14.99,5.57,299.8,111.4,188.4
Midwest,Chicago,Beauty & Personal Care,Hair Dryer,2025-10-01,14,39.99,16.81,559.86,235.34,324.52
Midwest,Chicago,Beauty & Personal Care,Moisturizer,2025-10-01,18,18.99,7.72,341.82,138.96,202.86
Midwest,Chicago,Beauty & Personal Care,Perfume Set,2025-10-01,11,42.99,15.52,472.89,170.72,302.17
Midwest,Chicago,Electronics,Bluetooth Speaker,2025-10-01,14,44.99,27.54,629.86,385.56,244.3
Midwest,Chicago,Electronics,Portable Charger,2025-10-01,16,34.99,22.62,559.84,361.92,197.92
Midwest,Chicago,Electronics,Smartwatch,2025-10-01,23,119.99,81.97,2759.77,1885.31,874.46
Midwest,Chicago,Electronics,Tablet Stand,2025-10-01,15,24.99,14.92,374.85,223.8,151.05
Midwest,Chicago,Electronics,Wireless Earbuds,2025-10-01,19,59.99,38.38,1139.81,729.22,410.59
Midwest,Chicago,Home & Kitchen,Coffee Maker,2025-10-01,10,49.99,35.44,499.9,354.4,145.5
Midwest,Chicago,Home & Kitchen,LED Desk Lamp,2025-10-01,11,27.99,19.74,307.89,217.14,90.75
Midwest,Chicago,Home & Kitchen,Non-Stick Pan Set,2025-10-01,8,64.99,45.33,519.92,362.64,157.28
Midwest,Chicago,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,23,22.99,17.0,528.77,391.0,137.77
Midwest,Chicago,Home & Kitchen,Throw Blanket,2025-10-01,15,29.99,20.9,449.85,313.5,136.35
Midwest,Chicago,Sports & Outdoors,Camping Tent,2025-10-01,16,129.99,73.38,2079.84,1174.08,905.76
Midwest,Chicago,Sports & Outdoors,Hiking Backpack,2025-10-01,23,74.99,41.13,1724.77,945.99,778.78
Midwest,Chicago,Sports & Outdoors,Resistance Bands,2025-10-01,19,19.99,9.83,379.81,186.77,193.04
Midwest,Chicago,Sports & Outdoors,Water Bottle,2025-10-01,18,16.99,8.51,305.82,153.18,152.64
Midwest,Chicago,Sports & Outdoors,Yoga Mat,2025-10-01,9,24.99,13.37,224.91,120.33,104.58
Northeast,Boston,Apparel,Denim Jacket,2025-10-01,17,69.99,32.92,1189.83,559.64,630.19
Northeast,Boston,Apparel,Men's T-Shirt,2025-10-01,6,19.99,9.24,119.94,55.44,64.5
Northeast,Boston,Apparel,Running Shoes,2025-10-01,16,79.99,39.41,1279.84,630.56,649.28
Northeast,Boston,Apparel,Women's Leggings,2025-10-01,16,34.99,14.82,559.84,237.12,322.72
Northeast,Boston,Apparel,Wool Sweater,2025-10-01,21,54.99,24.41,1154.79,512.61,642.18
Northeast,Boston,Beauty & Personal Care,Electric Toothbrush,2025-10-01,15,44.99,20.22,674.85,303.3,371.55
Northeast,Boston,Beauty & Personal Care,Facial Cleanser,2025-10-01,18,14.99,5.58,269.82,100.44,169.38
Northeast,Boston,Beauty & Personal Care,Hair Dryer,2025-10-01,15,39.99,17.17,599.85,257.55,342.3
Northeast,Boston,Beauty & Personal Care,Moisturizer,2025-10-01,12,18.99,7.72,227.88,92.64,135.24
Northeast,Boston,Beauty & Personal Care,Perfume Set,2025-10-01,9,42.99,16.01,386.91,144.09,242.82
Northeast,Boston,Electronics,Bluetooth Speaker,2025-10-01,21,44.99,27.49,944.79,577.29,367.5
Northeast,Boston,Electronics,Portable Charger,2025-10-01,21,34.99,22.07,734.79,463.47,271.32
Northeast,Boston,Electronics,Smartwatch,2025-10-01,9,119.99,83.36,1079.91,750.24,329.67
Northeast,Boston,Electronics,Tablet Stand,2025-10-01,18,24.99,15.31,449.82,275.58,174.24
Northeast,Boston,Electronics,Wireless Earbuds,2025-10-01,12,59.99,39.76,719.88,477.12,242.76
Northeast,Boston,Home & Kitchen,Coffee Maker,2025-10-01,12,49.99,35.71,599.88,428.52,171.36
Northeast,Boston,Home & Kitchen,LED Desk Lamp,2025-10-01,18,27.99,19.97,503.82,359.46,144.36
Northeast,Boston,Home & Kitchen,Non-Stick Pan Set,2025-10-01,18,64.99,46.61,1169.82,838.98,330.84
Northeast,Boston,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,17,22.99,17.13,390.83,291.21,99.62
Northeast,Boston,Home & Kitchen,Throw Blanket,2025-10-01,22,29.99,19.85,659.78,436.7,223.08
Northeast,Boston,Sports & Outdoors,Camping Tent,2025-10-01,20,129.99,74.38,2599.8,1487.6,1112.2
Northeast,Boston,Sports & Outdoors,Hiking Backpack,2025-10-01,23,74.99,41.73,1724.77,959.79,764.98
Northeast,Boston,Sports & Outdoors,Resistance Bands,2025-10-01,15,19.99,9.83,299.85,147.45,152.4
Northeast,Boston,Sports & Outdoors,Water Bottle,2025-10-01,16,16.99,8.52,271.84,136.32,135.52
Northeast,Boston,Sports & Outdoors,Yoga Mat,2025-10-01,20,24.99,12.68,499.8,253.6,246.2
Northeast,New York,Apparel,Denim Jacket,2025-10-01,13,69.99,33.17,909.87,431.21,478.66
Northeast,New York,Apparel,Men's T-Shirt,2025-10-01,13,19.99,9.05,259.87,117.65,142.22
Northeast,New York,Apparel,Running Shoes,2025-10-01,18,79.99,40.37,1439.82,726.66,713.16
Northeast,New York,Apparel,Women's Leggings,2025-10-01,17,34.99,14.91,594.83,253.47,341.36
Northeast,New York,Apparel,Wool Sweater,2025-10-01,14,54.99,24.33,769.86,340.62,429.24
Northeast,New York,Beauty & Personal Care,Electric Toothbrush,2025-10-01,14,44.99,20.72,629.86,290.08,339.78
Northeast,New York,Beauty & Personal Care,Facial Cleanser,2025-10-01,14,14.99,5.58,209.86,78.12,131.74
Northeast,New York,Beauty & Personal Care,Hair Dryer,2025-10-01,14,39.99,16.55,559.86,231.7,328.16
Northeast,New York,Beauty & Personal Care,Moisturizer,2025-10-01,11,18.99,7.5,208.89,82.5,126.39
Northeast,New York,Beauty & Personal Care,Perfume Set,2025-10-01,10,42.99,16.05,429.9,160.5,269.4
Northeast,New York,Electronics,Bluetooth Speaker,2025-10-01,16,44.99,27.4,719.84,438.4,281.44
Northeast,New York,Electronics,Portable Charger,2025-10-01,10,34.99,22.96,349.9,229.6,120.3
Northeast,New York,Electronics,Smartwatch,2025-10-01,10,119.99,79.67,1199.9,796.7,403.2
Northeast,New York,Electronics,Tablet Stand,2025-10-01,9,24.99,14.95,224.91,134.55,90.36
Northeast,New York,Electronics,Wireless Earbuds,2025-10-01,10,59.99,38.27,599.9,382.7,217.2
Northeast,New York,Home & Kitchen,Coffee Maker,2025-10-01,8,49.99,36.56,399.92,292.48,107.44
Northeast,New York,Home & Kitchen,LED Desk Lamp,2025-10-01,13,27.99,19.4,363.87,252.2,111.67
Northeast,New York,Home & Kitchen,Non-Stick Pan Set,2025-10-01,12,64.99,44.8,779.88,537.6,242.28
Northeast,New York,Home & Kitchen,Storage Bins (Set of 3),2025-10-01,9,22.99,16.91,206.91,152.19,54.72
Northeast,New York,Home & Kitchen,Throw Blanket,2025-10-01,11,29.99,20.88,329.89,229.68,100.21
Northeast,New York,Sports & Outdoors,Camping Tent,2025-10-01,12,129.99,73.39,1559.88,880.68,679.2
Northeast,New York,Sports & Outdoors,Hiking Backpack,2025-10-01,7,74.99,42.45,524.93,297.15,227.78
Northeast,New York,Sports & Outdoors,Resistance Bands,2025-10-01,12,19.99,9.82,239.88,117.84,122.04
Northeast,New York,Sports & Outdoors,Water Bottle,2025-10-01,13,16.99,8.26,220.87,107.38,113.49
Northeast,New York,Sports & Outdoors,Yoga Mat,2025-10-01,10,24.99,13.03,249.9,130.3,119.6
Southeast,Atlanta,Apparel,Denim Jacket,2025-10-01,16,69.99,34.1,1119.84,545.6,574.24
Southeast,Atlanta,Apparel,Men's T-Shirt,2025-10-01,25,19.99,9.16,499.75,229.0,270.75
Southeast,Atlanta,Apparel,Running Shoes,2025-10-01,14,79.99,39.41,1119.86,551.74,568.12
Southeast,Atlanta,Apparel,Women's Leggings,2025-10-01,10,34.99,14.91,349.9,149.1,200.8
Southeast,Atlanta,Apparel,Wool Sweater,2025-10-01,11,54.99,24.12,604.89,265.32,339.57
Southeast,Atlanta,Beauty & Personal Care,Electric Toothbrush,2025-10-01,9,44.99,20.43,404.91,183.87,221.04
Southeast,Atlanta,Beauty & Personal Care,Facial Cleanser,2025-10-01,16,14.99,5.77,239.84,92.32,147.52
Southeast,Atlanta,Beauty & Personal Care,Hair Dryer,2025-10-01,14,39.99,16.46,559.86,230.44,329.42
Southeast,Atlanta,Beauty & Personal Care,Moisturizer,2025-10-01,15,18.99,7.39,284.85,110.85,174.0
